28.44,10.38
28.37,10.18
17.13,4.29
47.77,49.52
24.43,8.26
40.84,42.3
41.19,39.47
20.28,5.77
57.95,107.53
28.56,11.36
40.37,37.5
28.21,10.26
28.6,10.98
43.3,40.64
40.64,42.07
48.16,53.17
24.21,7.24
28.06,10.58
28.96,10.51
24.57,7.56
24.93,7.86
40.13,39.06
42.01,42.05
18.43,4.94
26.67,9.62
24.57,7.44
45.49,49.25
22.62,6.5
20.32,5.59
41.76,41.5
22.53,6.3
17.44,4.85
42.77,44.15
43.44,43.75
18.74,2.92
50.21,75.92
51.78,77.5
42.72,44.31
46.88,52.77
51.35,77.33
43.87,39.99
58.56,95.33
20.2,5.53
24.98,8.06
48.18,53.39
48.27,55.79
55.97,94.9
52.85,71.52
24.77,7.84
56.98,106.01
43.36,44.12
24.26,7.79
56.17,105.47
55.73,97.75
28.53,11.12
24.04,8.19
48.23,52.98
58.94,97.26
28.92,11.06
42.18,41.39
17.2,1.96
22.74,6.95
53.83,80.96
43.48,39.32
56.07,108.58
26.48,9.2
47.15,55.84
46.89,57.82
17.28,4.11
22.2,6.31
24.04,7.1
20.26,5.29
24.8,7.16
22.75,6.87
24.36,8.0
17.84,2.48
26.47,8.6
56.23,99.65
28.43,11.48
22.86,6.3
24.83,8.01
42.32,37.41
28.46,10.21
24.74,8.16
18.94,3.23
55.04,108.53
20.42,5.0
47.49,52.71
20.84,5.73
28.74,10.55
26.87,9.54
50.59,70.47
22.68,6.08
24.77,7.4
48.7,52.85
22.7,6.71
57.87,99.54
45.05,54.16
48.38,52.35
28.32,10.35
50.02,67.45
24.02,7.58
47.59,59.28
18.75,2.35
17.35,1.39
20.17,5.77
28.33,10.67
24.44,7.4
20.62,5.68
22.52,6.89
22.61,6.25
20.25,5.29
28.39,10.36
58.27,109.62
20.36,5.2
20.2,5.11
50.65,74.23
40.84,40.28
47.15,56.46
22.24,6.26
22.29,6.06
24.63,8.04
24.4,8.31
24.01,7.75
43.15,45.03
22.9,6.28
57.78,92.47
53.41,73.47
24.53,8.37
22.45,6.52
20.09,5.13
40.95,41.06
40.89,39.0
42.12,39.33
18.13,2.37
50.95,75.42
28.02,10.78
24.4,7.77
26.49,9.8
41.02,44.6
26.5,8.58
17.03,3.04
17.87,2.87
52.64,80.57
43.11,38.76
22.58,6.03
18.0,1.0
22.74,6.47
18.43,2.21
47.84,57.38
46.21,53.08
53.23,80.09
55.87,105.71
48.69,50.55
26.46,9.33
48.12,49.54
55.64,97.6
53.41,71.42
52.0,73.68
28.05,10.44
51.24,73.31
22.38,6.77
53.95,71.1
58.13,109.42
50.58,80.5
55.28,94.9
57.98,100.41
58.48,96.51
46.57,58.53
55.99,91.07
57.37,94.79
28.29,10.87
55.68,107.48
17.44,3.16
47.08,55.47
56.61,108.98
40.31,42.57
56.1,103.24
41.49,38.74
56.08,107.43
55.15,107.82
58.72,105.68
52.65,69.9
50.07,70.13
22.75,6.85
28.31,10.31
17.47,1.48
24.38,8.28
52.25,76.95
20.73,5.91
28.42,11.46
28.4,10.7
47.16,53.41
24.14,7.42
26.42,9.22
53.56,80.75
45.45,55.2
42.81,42.95
51.98,70.95
24.34,7.98
28.38,10.55
43.42,41.16
26.81,9.36
24.59,7.99
24.34,7.89
24.91,8.12
50.09,73.4
42.17,38.08
51.04,72.18
40.41,42.7
24.18,8.2
58.79,108.92
18.47,4.34
50.92,69.14
22.0,6.92
28.65,10.67
22.35,6.44
24.34,7.62
26.07,9.64
20.44,5.14
18.8,1.87
45.36,57.83
46.0,53.34
18.57,1.23
26.28,9.18
43.7,37.36
48.67,58.88
50.52,73.36
58.78,109.31
52.82,81.0
50.18,68.75
28.76,10.89
22.17,6.53
45.67,53.36
57.32,94.02
22.1,6.7
28.07,11.32
22.51,6.09
46.18,56.85
24.15,8.24
28.84,10.5
56.84,91.72
52.18,69.22
40.33,37.58
46.46,54.73
50.06,75.24
22.72,6.13
55.12,101.78
22.24,6.07
17.13,2.3
26.65,8.91
58.07,92.9
24.78,7.82
57.88,96.93
47.98,54.54
24.75,8.41
28.24,10.9
46.58,57.95
47.03,51.75
20.04,5.05
